Cena (USD->EUR kurss uz 2024-10-10);Saite;Kategorija;Marka un modelis;Gads;Valsts;Motorstundas (h);Jauda (zs);Piedziņa/Vilce
29729.38;https://www.mascus.com/agriculture/tractors/kubota-m-5-111/3s9fhp4r.html;tractors;Kubota M5-111D;United States;2021;1925.0;111.0;4 WD
63941.02;https://www.mascus.com/agriculture/tractors/john-deere-410-e/gjhk3ocj.html;tractors;John Deere 1410E;United States;2022;1.0;;
29728.46;https://www.mascus.com/agriculture/tractors/john-deere-43/9ialaj7i.html;tractors;John Deere 3043D;United States;2023;1.0;43.0;
14636.0;https://www.mascus.com/agriculture/tractors/john-deere-4020/5f3uap3i.html;tractors;John Deere 4020;United States;1968;9227.0;;
310923.52;https://www.mascus.com/agriculture/tractors/john-deere-340/ahcrgiht.html;tractors;John Deere 8R 340;United States;2020;1083.0;340.0;
75121.1;https://www.mascus.com/agriculture/tractors/john-deere-8330/asajdpej.html;tractors;John Deere 8330;United States;2009;9443.0;300.0;
377700.27;https://www.mascus.com/agriculture/tractors/john-deere-410/9l9jihcn.html;tractors;John Deere 8R 410;United States;2022;1241.0;410.0;
121570.27;https://www.mascus.com/agriculture/tractors/john-deere-6145-r/bg7t9fik.html;tractors;John Deere 6145R;United States;2022;1557.0;145.0;
274333.52;https://www.mascus.com/agriculture/tractors/john-deere-9370-r/6rdo9u6q.html;tractors;John Deere 9370R;United States;2020;1585.0;370.0;
174305.61;https://www.mascus.com/agriculture/tractors/john-deere-8310-r/bgildg7f.html;tractors;John Deere 8310R;United States;2013;6452.0;310.0;
228230.12;https://www.mascus.com/agriculture/tractors/john-deere-230/ffdncsdh.html;tractors;John Deere 7R 230;United States;2023;156.0;230.0;
105104.77;https://www.mascus.com/agriculture/tractors/john-deere-8260-r/3o8gbt9r.html;tractors;John Deere 8260R;United States;2013;5862.0;;
91017.62;https://www.mascus.com/agriculture/tractors/challenger-mt-655-c/3m3nfjih.html;tractors;Challenger MT655C;United States;2010;3095.0;265.0;
22068.34;https://www.mascus.com/agriculture/tractors/bobcat-ct-2025/ifagboem.html;tractors;Bobcat CT2025;United States;2023;1.0;5.0;
237377.62;https://www.mascus.com/agriculture/tractors/john-deere-175/4uhiangm.html;tractors;John Deere 6R 175;United States;2023;242.0;;
16374.02;https://www.mascus.com/agriculture/tractors/john-deere-4600/7n6rgl9n.html;tractors;John Deere 4600;United States;2000;1680.0;46.0;
20132.73;https://www.mascus.com/agriculture/tractors/branson-2515h/eg9gcg5r.html;tractors;Branson 2515H;United States;2024;;24.0;4 WD
30827.07;https://www.mascus.com/agriculture/tractors/ventrac-4520n/aogo6i6l.html;tractors;Ventrac 4520N;United States;2024;;32.0;
40706.38;https://www.mascus.com/agriculture/tractors/case-ih-7250/hkeqcncu.html;tractors;Case IH 7250;United States;1995;;238.0;
13648.98;https://www.mascus.com/agriculture/tractors/branson-2205h/hoco4igi.html;tractors;Branson 2205H;United States;2024;;22.0;4 WD
10885.52;https://www.mascus.com/agriculture/tractors/john-deere-4620/5tcs9ogk.html;tractors;John Deere 4620;United States;1971;6956.0;165.0;2 WD
150842.27;https://www.mascus.com/agriculture/tractors/john-deere-6155-m/7ggpgn4n.html;tractors;John Deere 6155M;United States;2023;1708.0;;
63574.21;https://www.mascus.com/agriculture/tractors/john-deere-5090/eqhf3oar.html;tractors;John Deere 5090E;United States;2023;1.0;90.0;
104738.88;https://www.mascus.com/agriculture/tractors/john-deere-8335-r-t/ii6l4raq.html;tractors;John Deere 8335RT;United States;2012;4196.0;335.0;
47475.52;https://www.mascus.com/agriculture/tractors/john-deere-4066-m/fsat9gdu.html;tractors;John Deere 4066M;United States;2024;1.0;66.0;
52598.12;https://www.mascus.com/agriculture/tractors/case-ih-7140/ikbf3g9j.html;tractors;Case IH 7140;United States;1989;5832.0;216.0;
68606.25;https://www.mascus.com/agriculture/tractors/cat-ts-180/4fhp8g9l.html;tractors;CAT TS180;United States;2013;;;
621938.53;https://www.mascus.com/agriculture/tractors/john-deere-640/4sci8n7l.html;tractors;John Deere 9RX 640;United States;2022;463.0;640.0;
99707.75;https://www.mascus.com/agriculture/tractors/john-deere-6120-m/fmbjbseh.html;tractors;John Deere 6120M;United States;2019;1448.0;94.0;
54061.72;https://www.mascus.com/agriculture/tractors/john-deere-506/fp5t8h7g.html;tractors;John Deere 5060E;United States;2024;1.0;60.0;
32157.12;https://www.mascus.com/agriculture/tractors/branson-5520c/bldq4mhg.html;tractors;Branson 5520C;United States;2024;;55.0;
36590.0;https://www.mascus.com/agriculture/tractors/john-deere-6125-m/3tegcpeu.html;tractors;John Deere 6125M;United States;2013;7197.0;114.0;4 WD
72722.62;https://www.mascus.com/agriculture/tractors/case-ih-magnum-280/4u8ghg4u.html;tractors;Case IH MAGNUM 280;United States;2016;5610.0;280.0;
45460.33;https://www.mascus.com/agriculture/tractors/john-deere-5075-e/apdtdkgg.html;tractors;John Deere 5075E;United States;2021;286.0;75.0;
40706.38;https://www.mascus.com/agriculture/tractors/john-deere-4850/9f7pfmds.html;tractors;John Deere 4850;United States;1986;6229.0;192.0;
35217.88;https://www.mascus.com/agriculture/tractors/bobcat-540/fp4jhfdn.html;tractors;Bobcat CT2540;United States;2022;8.0;6.0;4 WD
45280.12;https://www.mascus.com/agriculture/tractors/case-ih-magnum-235/hpit8g6q.html;tractors;Case IH MAGNUM 235;United States;2014;;235.0;
127150.25;https://www.mascus.com/agriculture/tractors/john-deere-6120-m/iq7o5q8q.html;tractors;John Deere 6120M;United States;2023;166.0;120.0;
25594.7;https://www.mascus.com/agriculture/tractors/tym-t474hst/hj7jdn7g.html;tractors;TYM T474HST;United States;;;3.0;4 WD
37137.94;https://www.mascus.com/agriculture/tractors/john-deere-4044-m/ftau4t8f.html;;;;;1.0;;
59001.38;https://www.mascus.com/agriculture/tractors/ford-8870/ct6k6ubg.html;tractors;Ford 8870;United States;1994;4740.0;190.0;
155050.12;https://www.mascus.com/agriculture/tractors/john-deere-8320-r/9f8shp8j.html;tractors;John Deere 8320R;United States;2010;8853.0;320.0;4 WD
41162.84;https://www.mascus.com/agriculture/tractors/john-deere-4044-r/6rft6q9t.html;;;;;1.0;;
73088.52;https://www.mascus.com/agriculture/tractors/john-deere-9520-t/djfnahhu.html;tractors;John Deere 9520T;United States;2002;5168.0;450.0;
16008.12;https://www.mascus.com/agriculture/tractors/john-deere-2955/5o7heu5r.html;tractors;John Deere 2955;United States;1990;6484.0;97.0;
70893.12;https://www.mascus.com/agriculture/tractors/john-deere-5090/6i8jflin.html;tractors;John Deere 5090E;United States;2023;1.0;90.0;
83058.39;https://www.mascus.com/agriculture/tractors/john-deere-5105-m/6s6fflgr.html;tractors;John Deere 5105M;United States;2024;1.0;105.0;
522085.33;https://www.mascus.com/agriculture/tractors/john-deere-540/4g3u7rdk.html;tractors;John Deere 9R 540;United States;2023;1786.0;;
13648.98;https://www.mascus.com/agriculture/tractors/branson-2205h/7iem8s7t.html;tractors;Branson 2205H;United States;2024;;22.0;4 WD
54427.62;https://www.mascus.com/agriculture/tractors/case-ih-9370/dm8h8gaj.html;tractors;Case IH 9370;United States;1996;;360.0;4 WD
17563.2;https://www.mascus.com/agriculture/tractors/new-holland-t-1530/4q5jbg7n.html;tractors;New Holland T1530;United States;2010;1826.0;45.0;
6394.1;https://www.mascus.com/agriculture/tractors/john-deere-400/9qcpfrik.html;tractors;John Deere 400E;United States;2023;;;
535128.75;https://www.mascus.com/agriculture/tractors/john-deere-640/7nalgldq.html;tractors;John Deere 9RX 640;United States;2023;558.0;640.0;
52139.84;https://www.mascus.com/agriculture/tractors/john-deere-506/7h8mbl4k.html;tractors;John Deere 5067E;United States;2024;1.0;67.0;
219082.62;https://www.mascus.com/agriculture/tractors/john-deere-155/alfscp9r.html;tractors;John Deere 6R 155;United States;2023;375.0;;
20851.73;https://www.mascus.com/agriculture/tractors/kioti-ck2620h-4x4-hst-tractor-loader-free-rear-remote/4pii9j6u.html;tractors;Kioti CK2620H 4x4 HST Tractor Loader - Free Rear Remote!;United States;2024;;;
27437.93;https://www.mascus.com/agriculture/tractors/john-deere-50/il3nerdt.html;tractors;John Deere 5050E;United States;2024;1.0;50.0;
12467.13;https://www.mascus.com/agriculture/tractors/john-deere-5045-e/hs4k6mhs.html;tractors;John Deere 5045E;United States;2016;1423.0;49.0;
54885.0;https://www.mascus.com/agriculture/tractors/cat-ch-85-d/ep4m5pen.html;tractors;CAT CH85D;United States;1998;9568.0;370.0;
73088.52;https://www.mascus.com/agriculture/tractors/john-deere-5090/go5khjbt.html;tractors;John Deere 5090E;United States;2023;1.0;90.0;
254289.52;https://www.mascus.com/agriculture/tractors/john-deere-6175-r/bq4m6nes.html;tractors;John Deere 6175R;United States;2022;1243.0;175.0;
63941.02;https://www.mascus.com/agriculture/tractors/case-ih-9170/dfgigpaj.html;tractors;Case IH 9170;United States;1991;5720.0;375.0;4 WD
365900.0;https://www.mascus.com/agriculture/tractors/john-deere-410/gi7o8q3m.html;tractors;John Deere 8R 410;United States;2023;751.0;410.0;
21954.0;https://www.mascus.com/agriculture/tractors/yanmar-yt-235/9l6g4iet.html;tractors;Yanmar YT235;United States;;671.0;;
34034.19;https://www.mascus.com/agriculture/tractors/tym-t574hc/aq6n4m4f.html;tractors;TYM T574HC;United States;2024;;55.0;4 WD
109770.0;https://www.mascus.com/agriculture/tractors/john-deere-612/ep8h9g6o.html;tractors;John Deere 1612D E;United States;2023;;;
28128.56;https://www.mascus.com/agriculture/tractors/kioti-ck2610/drbh3gbf.html;tractors;Kioti CK2610;United States;2022;295.0;26.0;
203074.5;https://www.mascus.com/agriculture/tractors/mobile-track-solutions-3630t/eo9ngf3q.html;tractors;Mobile Track Solutions 3630T;United States;2017;5425.0;;
416211.25;https://www.mascus.com/agriculture/tractors/john-deere-440/7khrbi9m.html;tractors;John Deere 9R 440;United States;2022;190.0;440.0;
36552.5;https://www.mascus.com/agriculture/tractors/branson-4820ch/cs9f7lfn.html;tractors;Branson 4820CH;United States;2024;;48.0;4 WD
477915.71;https://www.mascus.com/agriculture/tractors/john-deere-490/clcigl5k.html;tractors;John Deere 9R 490;United States;2023;701.0;490.0;
8141.27;https://www.mascus.com/agriculture/tractors/minneapolis-moline-g1000/6u4r8o4f.html;;;;;;;
402490.0;https://www.mascus.com/agriculture/tractors/john-deere-410/9jihdo5i.html;tractors;John Deere 8R 410;United States;2022;563.0;410.0;
32016.25;https://www.mascus.com/agriculture/tractors/john-deere-6400/hs9qgo5q.html;tractors;John Deere 6400;United States;1994;11114.0;;
164197.62;https://www.mascus.com/agriculture/tractors/john-deere-8245-r/an4l9ogo.html;tractors;John Deere 8245R;United States;2015;3075.0;245.0;
168222.52;https://www.mascus.com/agriculture/tractors/john-deere-6155-m/7g6rhu3r.html;tractors;John Deere 6155M;United States;2024;5.0;155.0;
505523.78;https://www.mascus.com/agriculture/tractors/john-deere-9620-r/hn3ibnhr.html;tractors;John Deere 9620RX;United States;2020;1985.0;620.0;
40706.38;https://www.mascus.com/agriculture/tractors/john-deere-4850/3qbq6tii.html;tractors;John Deere 4850;United States;1983;4841.0;211.0;
49853.88;https://www.mascus.com/agriculture/tractors/case-ih-8920/docnhggu.html;tractors;Case IH 8920;United States;1998;5585.0;172.0;2 WD
73088.52;https://www.mascus.com/agriculture/tractors/john-deere-3046-r/gs6hdqfg.html;tractors;John Deere 3046R;United States;2024;1.0;46.0;
59458.75;https://www.mascus.com/agriculture/tractors/john-deere-8320/is9ogiif.html;tractors;John Deere 8320;United States;2002;13186.0;263.0;
315497.27;https://www.mascus.com/agriculture/tractors/john-deere-6250-r/bldodnei.html;tractors;John Deere 6250R;United States;2023;10.0;250.0;
402490.0;https://www.mascus.com/agriculture/tractors/john-deere-9570-r/9sfkdm4f.html;tractors;John Deere 9570R;United States;2022;1132.0;;
5031.12;https://www.mascus.com/agriculture/tractors/other-202/cq7qafbf.html;tractors;202;United States;1961;;;
57811.29;https://www.mascus.com/agriculture/tractors/john-deere-5075-e/ipio6oht.html;tractors;John Deere 5075E;United States;2023;1.0;73.0;
178376.25;https://www.mascus.com/agriculture/tractors/john-deere-8245-r/fgim8igg.html;tractors;John Deere 8245R;United States;2014;;;
78668.5;https://www.mascus.com/agriculture/tractors/john-deere-5090-m/3hdtglhs.html;tractors;John Deere 5090M;United States;2022;226.0;90.0;
297293.75;https://www.mascus.com/agriculture/tractors/case-ih-quadrac-620/6hipdkgq.html;tractors;Case IH Quadtrac 620;United States;2021;1876.0;;
37503.84;https://www.mascus.com/agriculture/tractors/john-deere-4044-m/er7t3qgp.html;;;;;1.0;;
114343.75;https://www.mascus.com/agriculture/tractors/john-deere-9630/6ugi6peq.html;tractors;John Deere 9630;United States;2007;5615.0;530.0;4 WD
84157.0;https://www.mascus.com/agriculture/tractors/case-ih-stx-325/5t5r7l8n.html;tractors;Case IH STX325;United States;2004;5900.0;325.0;4 WD
72265.25;https://www.mascus.com/agriculture/tractors/kubota-m-5-111/ej9t3k7f.html;tractors;Kubota M5-111;United States;2022;326.0;113.0;
31583.57;https://www.mascus.com/agriculture/tractors/john-deere-4052-r/9u9iei4o.html;tractors;John Deere 4052R;United States;2019;588.0;52.0;
38328.03;https://www.mascus.com/agriculture/tractors/john-deere-3046-r/9k8rgpgp.html;tractors;John Deere 3046R;United States;2023;1.0;46.0;
42993.25;https://www.mascus.com/agriculture/tractors/new-holland-workmaster-75/3lblbt8p.html;tractors;New Holland Workmaster 75;United States;2023;280.0;75.0;
39058.91;https://www.mascus.com/agriculture/tractors/john-deere-4044-m/em4r5lap.html;tractors;John Deere 4044M;United States;2024;1.0;44.0;
54427.62;https://www.mascus.com/agriculture/tractors/john-deere-5100-m/5gfogj3u.html;tractors;John Deere 5100 M;United States;2015;1200.0;;2 WD
45732.93;https://www.mascus.com/agriculture/tractors/john-deere-5101-e/7h5nehin.html;tractors;John Deere 5101E;United States;2015;;;
127973.52;https://www.mascus.com/agriculture/tractors/aebi-tt241/fjgu3nis.html;tractors;Aebi TT241;United States;2018;;;
50310.34;https://www.mascus.com/agriculture/tractors/john-deere-506/7l7fih8q.html;tractors;John Deere 5067E;United States;2024;1.0;67.0;
173711.02;https://www.mascus.com/agriculture/tractors/john-deere-412/eg8uglem.html;tractors;John Deere 2412D E;United States;2024;;;
52049.27;https://www.mascus.com/agriculture/tractors/john-deere-5075-e/djhoaj3s.html;tractors;John Deere 5075E;United States;2024;1.0;73.0;
37503.84;https://www.mascus.com/agriculture/tractors/john-deere-4066-m/afambjbm.html;tractors;John Deere 4066M;United States;2024;1.0;66.0;
64946.34;https://www.mascus.com/agriculture/tractors/john-deere-4066-m/cohtdf8h.html;tractors;John Deere 4066M;United States;2024;1.0;66.0;
132638.75;https://www.mascus.com/agriculture/tractors/john-deere-6155-m/fritfhdl.html;tractors;John Deere 6155M;United States;2023;561.0;155.0;
85895.02;https://www.mascus.com/agriculture/tractors/john-deere-5095-m/aqgt4ghs.html;tractors;John Deere 5095M;United States;2024;1.0;95.0;
41162.84;https://www.mascus.com/agriculture/tractors/john-deere-4044-r/igdq3jhg.html;;;;;1.0;;
22777.27;https://www.mascus.com/agriculture/tractors/orthman-csx1270/9mig8j6l.html;tractors;Orthman CSX1270;United States;2023;;;
255672.62;https://www.mascus.com/agriculture/tractors/john-deere-9520-r/fkgsdkak.html;tractors;John Deere 9520RX;United States;2017;1986.0;520.0;
34303.12;https://www.mascus.com/agriculture/tractors/john-deere-50/8mgm5q9s.html;tractors;John Deere 5050E;United States;2023;1.0;50.0;
181120.5;https://www.mascus.com/agriculture/tractors/challenger-1038/4l7n6maq.html;tractors;Challenger CH1038;United States;2018;3204.0;;
59367.27;https://www.mascus.com/agriculture/tractors/john-deere-6155-m/diep6m7i.html;tractors;John Deere 6155M;United States;2020;1997.0;155.0;
14045.99;https://www.mascus.com/agriculture/tractors/branson-2505h/aldj4khk.html;tractors;Branson 2505H;United States;2024;;24.0;4 WD
41162.84;https://www.mascus.com/agriculture/tractors/john-deere-4044-r/dpalcjbr.html;;;;;1.0;;
119846.89;https://www.mascus.com/agriculture/tractors/case-ih-magnum-340/9s7qeo5s.html;tractors;Case IH Magnum 340;United States;2011;4062.0;340.0;
23321.55;https://www.mascus.com/agriculture/tractors/john-deere-2032-r/3gch8tcg.html;tractors;John Deere 2032R;United States;2016;103.0;31.0;4 WD
32002.53;https://www.mascus.com/agriculture/tractors/kioti-ck2620h-tlb-26hp-4x4-w-free-high-land-upgrade-pkg/8ifl4pah.html;tractors;Kioti CK2620H-TLB 26HP 4x4 w Free HIGH LAND Upgrade PKG;United States;2024;;;
82236.02;https://www.mascus.com/agriculture/tractors/john-deere-6120-e/bm9f7gem.html;tractors;John Deere 6120E Cab;United States;2022;847.0;120.0;
36590.0;https://www.mascus.com/agriculture/tractors/john-deere-4255/7jgfbifs.html;tractors;John Deere 4255;United States;1992;7270.0;120.0;4 WD
107483.12;https://www.mascus.com/agriculture/tractors/john-deere-9400/frhteq9q.html;tractors;John Deere 9400;United States;1999;3475.0;425.0;4 WD
79582.34;https://www.mascus.com/agriculture/tractors/john-deere-5075-m/7ogt3h3q.html;tractors;John Deere 5075M;United States;2024;1.0;75.0;
42077.59;https://www.mascus.com/agriculture/tractors/john-deere-3046-r/8nenhhhr.html;tractors;John Deere 3046R;United States;2024;1.0;46.0;
25155.62;https://www.mascus.com/agriculture/tractors/white-185/8pbo6gdh.html;tractors;White 185;United States;1989;;185.0;4 WD
27441.59;https://www.mascus.com/agriculture/tractors/kubota-l-4060-hst-c/eo6kas5o.html;tractors;Kubota L4060HSTC;United States;2013;1283.0;5.0;4 WD
173345.12;https://www.mascus.com/agriculture/tractors/john-deere-230/ek6f3ohh.html;tractors;John Deere 8R 230;United States;2021;2989.0;230.0;
265277.5;https://www.mascus.com/agriculture/tractors/john-deere-8345-r/5ihrcq6r.html;tractors;John Deere 8345R;United States;2018;1657.0;345.0;
22777.27;https://www.mascus.com/agriculture/tractors/ventrac-3400-y/hr3rhodg.html;tractors;Ventrac 3400y;United States;2019;200.0;;
137212.5;https://www.mascus.com/agriculture/tractors/john-deere-9630/8qgkei7g.html;tractors;John Deere 9630;United States;2009;6453.0;;
49852.96;https://www.mascus.com/agriculture/tractors/john-deere-4044-r/cs7r7lbt.html;tractors;John Deere 4044R;United States;2024;;;
74878.69;https://www.mascus.com/agriculture/tractors/john-deere-5100-e/9obj3shh.html;tractors;John Deere 5100E;United States;2022;600.0;100.0;
44364.46;https://www.mascus.com/agriculture/tractors/john-deere-5075-e/hkakelgu.html;tractors;John Deere 5075E;United States;2024;1.0;75.0;
