Cena (USD->EUR kurss uz 2024-10-10);Saite;Kategorija;Marka un modelis;Gads;Valsts;Motorstundas (h);Jauda (zs);Piedziņa/Vilce
99421.43;https://www.mascus.com/agriculture/tractors/valtra-g-135-a/cqdoasbq.html;tractors;Valtra g135a;Germany;2023;;;
19850.08;https://www.mascus.com/agriculture/tractors/fiat-80/ilcufm7i.html;tractors;Fiat 1280 Turbo 2WD Tractor;United Kingdom;;7360.0;;2 WD
304351.05;https://www.mascus.com/agriculture/tractors/case-ih-470/ds7m9idp.html;tractors;Case IH Quadtrac 470;Bulgaria;2019;;;
32177.25;https://www.mascus.com/agriculture/tractors/john-deere-5820/ao9kfpbo.html;tractors;John Deere 5820;Sweden;2008;7744.0;4.0;4 WD
62392.35;https://www.mascus.com/agriculture/tractors/john-deere-8320/8j8mhg9t.html;tractors;John Deere 8320;Germany;2004;12800.0;250.0;4 WD
22217.45;https://www.mascus.com/agriculture/tractors/new-holland-td-5-95/fmaf9l5l.html;tractors;New Holland TD 5.95;Estonia;2005;7496.0;;4 WD
233336.26;https://www.mascus.com/agriculture/tractors/john-deere-330/fpclbrej.html;tractors;John Deere 7R 330;France;2022;1111.0;;
2718.64;https://www.mascus.com/agriculture/tractors/ford-3000/7mbo5ofm.html;tractors;Ford 3000 m byggelift ca. 5 løft;Denmark;;;;
136958.2;https://www.mascus.com/agriculture/tractors/claas-axion-850-cebis/9u8rhf9k.html;tractors;CLAAS Axion 850 Cebis;Slovak Republic;2020;2640.0;245.0;4 WD
119506.6;https://www.mascus.com/agriculture/tractors/john-deere-6155-r/4ncg3f6k.html;tractors;John Deere 6155R;Norway;2020;3744.0;202.0;
143100.75;https://www.mascus.com/agriculture/tractors/john-deere-6215-r/9h3fcraq.html;tractors;John Deere 6215R;United Kingdom;2022;;215.0;
172364.51;https://www.mascus.com/agriculture/tractors/fendt-828-vario-s4-profi/7p9uesdu.html;tractors;Fendt 828 VARIO S4 PROFI PLUS;Germany;2019;3564.0;283.0;4 WD
119711.5;https://www.mascus.com/agriculture/tractors/fendt-936-vario/dpesft6p.html;tractors;Fendt 936 Vario;Ukraine;2018;8344.0;360.0;
27289.74;https://www.mascus.com/agriculture/tractors/new-holland-ts-90/9udthibl.html;tractors;New Holland TS 90;Germany;2001;5200.0;87.0;
40903.05;https://www.mascus.com/agriculture/tractors/kubota-m-7131/ek6qcuhp.html;tractors;Kubota M 7131;United Kingdom;2017;7081.0;;4 WD
136958.2;https://www.mascus.com/agriculture/tractors/fendt-824-vario/ilis7giu.html;tractors;Fendt 824 Vario S4 ProfiPlus;Germany;2020;;246.0;
51840.71;https://www.mascus.com/agriculture/tractors/fendt-413-vario/5ufnetcr.html;tractors;Fendt 413 Vario;Hungary;2009;11080.0;130.0;
180663.12;https://www.mascus.com/agriculture/tractors/valtra-t-173-h-fl-hitech/gr7icmfr.html;tractors;Valtra T;Slovak Republic;;337.0;;
50724.72;https://www.mascus.com/agriculture/tractors/case-ih-puma-160/9lbmcneh.html;;;;;6700.0;;
7557.66;https://www.mascus.com/agriculture/tractors/kubota-x-20/hn6h7kfk.html;tractors;Kubota Saturn X-20;Lithuania;;;;
90290.4;https://www.mascus.com/agriculture/tractors/fendt-favorit-818/9q7kbuct.html;tractors;Fendt favorit 818 man motor;Germany;1995;8500.0;193.0;
190017.36;https://www.mascus.com/agriculture/tractors/deutz-fahr-8280-ttv-warrior/6iijeigr.html;tractors;Deutz-fahr 8280 TTV;Sweden;2024;;280.0;4 WD
17956.54;https://www.mascus.com/agriculture/tractors/fendt-farmer-309/6ogiasas.html;tractors;Fendt Farmer 309;Lithuania;;;;
34483.33;https://www.mascus.com/agriculture/tractors/ford-4130/dtgnhk4u.html;tractors;Ford 4130 HUOM KUNTO AJOMÄÄRÄ JA KOKOPAKETTI;Finland;1990;1211.0;;4 WD
17753.47;https://www.mascus.com/agriculture/tractors/new-holland-tt-75/eo3f6ngf.html;tractors;New Holland TT75, 2RM, mechanique!;Netherlands;2017;79.0;75.0;2 WD
36572.62;https://www.mascus.com/agriculture/tractors/case-ih-c-75/hj4k6t7j.html;;;;;3340.0;;
144303.64;https://www.mascus.com/agriculture/tractors/john-deere-7310-r/4mcgik8g.html;tractors;John Deere 7310R;United Kingdom;2018;3255.0;;
119711.5;https://www.mascus.com/agriculture/tractors/claas-axion-850-cebis/fqcufoco.html;tractors;CLAAS Axion 850 Cebis;Lithuania;2021;2484.0;250.0;4 WD
29319.57;https://www.mascus.com/agriculture/tractors/valmet-65/gkgibsio.html;tractors;Valmet 665 *2 kauhaa ja piikit*;Finland;1994;8954.0;;4 WD
46702.56;https://www.mascus.com/agriculture/tractors/massey-ferguson-43/flhp3oin.html;tractors;Massey Ferguson 5430 Dyna 4;Poland;2012;2873.0;90.0;4 WD
233944.57;https://www.mascus.com/agriculture/tractors/fendt-930-vario/4ohjin9s.html;tractors;Fendt 930 Vario Gen7;Hungary;2022;2445.0;300.0;
162320.56;https://www.mascus.com/agriculture/tractors/john-deere-185/7u5g7f3t.html;tractors;John Deere 6R185;France;2023;280.0;185.0;
180.21;https://www.mascus.com/agriculture/tractors/kubota-tractor-rear-wheel-and-tyre-31-x-13-5-15/4sfigkbq.html;tractors;Kubota Tractor rear wheel and tyre 31 x 13.5- 15;United Kingdom;;;;
27087.58;https://www.mascus.com/agriculture/tractors/fendt-514-c/7h3sbo8i.html;tractors;Fendt 514 C;Lithuania;1996;10855.0;140.0;4 WD
187682.92;https://www.mascus.com/agriculture/tractors/john-deere-250/8o7kgl6u.html;tractors;John Deere 6R250;Germany;2023;424.0;249.0;
5826.04;https://www.mascus.com/agriculture/tractors/massey-ferguson-595/gjaf4lhf.html;tractors;Massey Ferguson 595;Sweden;1978;;;2 WD
241299.16;https://www.mascus.com/agriculture/tractors/massey-ferguson-8740s-dyna-vt-exclusive-finansiering-fra-0-98-ove/aqdfcp3g.html;tractors;Massey Ferguson 8740S DYNA VT EXCLUSIVE Finansiering fra 0,98% ove;Denmark;2024;2.0;400.0;4 WD
59348.07;https://www.mascus.com/agriculture/tractors/john-deere-5100-r/8u4mhsfl.html;tractors;John Deere 5100 R;Ireland;2018;;;
48695.8;https://www.mascus.com/agriculture/tractors/massey-ferguson-7622/9riq6rht.html;tractors;Massey Ferguson 7622 DynaVT / Carte Grise Française;France;2015;6300.0;220.0;4 WD
124664.87;https://www.mascus.com/agriculture/tractors/john-deere-6155-r/5t9p7ico.html;tractors;John Deere 6155R, AP, 50km,;Norway;2020;2090.0;202.0;
103479.26;https://www.mascus.com/agriculture/tractors/john-deere-6120-m/5uasak8s.html;tractors;John Deere 6120m aq+;Germany;2023;;121.0;4 WD
177538.34;https://www.mascus.com/agriculture/tractors/claas-axion-870-cmatic/erbmdg3q.html;tractors;CLAAS axion 870 c-matic CMATIC;Austria;2024;400.0;299.0;
44131.2;https://www.mascus.com/agriculture/tractors/valtra-n-92/gq9kafal.html;tractors;Valtra N 92;Italy;2010;7789.0;;4 WD
36522.31;https://www.mascus.com/agriculture/tractors/massey-ferguson-6480/5ldl7ndi.html;tractors;Massey Ferguson MF 6480 Dyna-6 Bereifung neu;Germany;2009;10608.0;163.0;4 WD
95640.77;https://www.mascus.com/agriculture/tractors/john-deere-6175-r/3p9q3ocs.html;tractors;John Deere 6175R;United Kingdom;2020;5357.0;175.0;
176878.8;https://www.mascus.com/agriculture/tractors/john-deere-185/5ncfgtgj.html;tractors;John Deere JD 6R185;Germany;;372.0;185.0;
89182.64;https://www.mascus.com/agriculture/tractors/john-deere-7280-r/6pfs9udi.html;tractors;John Deere 7280R med frontlyft;Sweden;2012;5198.0;310.0;
117596.6;https://www.mascus.com/agriculture/tractors/massey-ferguson-8-s/8ndnij5t.html;tractors;Massey Ferguson 8S.205EFDE;United Kingdom;2022;785.0;205.0;4 WD
13949.02;https://www.mascus.com/agriculture/tractors/landini-mistral-45/hlik5tgt.html;tractors;Landini Mistral 45;Netherlands;2007;3085.0;5.0;4 WD
54363.59;https://www.mascus.com/agriculture/tractors/claas-arion-640-cebis/ifbj9men.html;;;;;4400.0;;
52543.24;https://www.mascus.com/agriculture/tractors/john-deere-6115-r/gf8q8k8l.html;tractors;John Deere 6115R;Finland;2013;4500.0;109.0;4 WD
111494.3;https://www.mascus.com/agriculture/tractors/john-deere-6250-r/huij8meq.html;tractors;John Deere 6250R;Germany;2017;6935.0;250.0;
91204.23;https://www.mascus.com/agriculture/tractors/fendt-720-vario-s4-profi-plus/bihnit9i.html;tractors;Fendt 720 VARIO S4 PROFI PLUS;Germany;2015;6391.0;198.0;4 WD
70500.7;https://www.mascus.com/agriculture/tractors/massey-ferguson-7726/aubr7l3f.html;tractors;Massey Ferguson 7726 DYNA VT;Norway;2017;4188.0;260.0;
42609.06;https://www.mascus.com/agriculture/tractors/john-deere-6920-ap/5mir7p8o.html;tractors;John Deere 6920 AP;Finland;2004;10700.0;162.0;4 WD
39565.68;https://www.mascus.com/agriculture/tractors/case-ih-farmall-65-a/gq3s6ngr.html;tractors;Case IH Farmall 65 A;Germany;2022;80.0;65.0;
88159.95;https://www.mascus.com/agriculture/tractors/fendt-724-vario-scr-profi-plus/3thj9f9q.html;tractors;Fendt 724 VARIO SCR PROFI PLUS;Germany;2013;8100.0;237.0;4 WD
29420.19;https://www.mascus.com/agriculture/tractors/fendt-farmer-2/6j9mfm7u.html;tractors;Fendt FARMER 280 SA;Germany;1997;9685.0;79.0;
29633.33;https://www.mascus.com/agriculture/tractors/john-deere-6230-premium/ds6mfnag.html;tractors;John Deere 6230 PREMIUM;Poland;2007;7300.0;100.0;4 WD
69899.71;https://www.mascus.com/agriculture/tractors/fendt-714-vario-scr-profi/5maoctak.html;tractors;Fendt 714 VARIO SCR PROFI;Germany;2014;8575.0;142.0;4 WD
17109.48;https://www.mascus.com/agriculture/tractors/case-ih-956-xl-t/brfpiu4n.html;tractors;Case IH 956 XL #TYSK UTGAVE#;Norway;1989;5609.0;100.0;
95024.23;https://www.mascus.com/agriculture/tractors/massey-ferguson-5s-105-dyna-4-efficient-monteret-med-fl-4018-lasse/cmagashs.html;tractors;Massey Ferguson 5S.105 Dyna 4 Efficient Monteret med FL 4018 Læsse;Denmark;2022;765.0;105.0;4 WD
964.15;https://www.mascus.com/agriculture/tractors/fendt-300/9ldt4n5h.html;tractors;Fendt Oppikhaak 300 serie s4 313;Netherlands;2018;;;
84609.8;https://www.mascus.com/agriculture/tractors/john-deere-6090/fh9tck7r.html;tractors;John Deere 6090M - Demo;Germany;2022;42.0;90.0;
68276.03;https://www.mascus.com/agriculture/tractors/claas-axion-930/7q6rhthq.html;tractors;CLAAS Axion 930;Ukraine;2013;7810.0;235.0;
23333.44;https://www.mascus.com/agriculture/tractors/new-holland-td-5-95/hjin6jbs.html;tractors;New Holland TD 5.95;Croatia;2015;6200.0;;
22115.91;https://www.mascus.com/agriculture/tractors/new-holland-8670/gmfmhf8s.html;tractors;New Holland 8670;Germany;1995;13253.0;170.0;4 WD
167392.85;https://www.mascus.com/agriculture/tractors/deutz-fahr-8280-ttv-agrotron/hh3f7obk.html;tractors;Deutz-fahr 8280 TTV Agrotron;Lithuania;2022;10.0;280.0;4 WD
121740.42;https://www.mascus.com/agriculture/tractors/john-deere-8345-r-t/5lejhr6f.html;tractors;John Deere 8345RT;Italy;2011;8000.0;345.0;
87247.03;https://www.mascus.com/agriculture/tractors/john-deere-6170-r/co7ubp7m.html;tractors;John Deere 6170R;Spain;2012;9765.0;170.0;
82682.42;https://www.mascus.com/agriculture/tractors/new-holland-t-7-235/6nijfm8q.html;tractors;New Holland T7.235;Austria;2014;4404.0;185.0;
22318.99;https://www.mascus.com/agriculture/tractors/new-holland-g-210/ff6fgn6n.html;tractors;New Holland G 210;Romania;1996;;;4 WD
17500.08;https://www.mascus.com/agriculture/tractors/massey-ferguson-3635/3j4o4oeq.html;tractors;Massey Ferguson 3635;Belgium;1991;;;4 WD
133536.12;https://www.mascus.com/agriculture/tractors/john-deere-6130-r/fugueq7m.html;tractors;John Deere 6130R;United Kingdom;2021;2648.0;130.0;
149116.14;https://www.mascus.com/agriculture/tractors/claas-xerion-5000/atgobqch.html;tractors;CLAAS XERION 5000;Poland;2016;6217.0;;4 WD
75580.3;https://www.mascus.com/agriculture/tractors/john-deere-8430/gf4semep.html;tractors;John Deere 8430;Poland;2009;8321.0;;
104278.76;https://www.mascus.com/agriculture/tractors/valtra-t-144/8hhmit9s.html;tractors;Valtra T144 HITECH5, ÄLÖ 6M;Finland;2018;3990.0;155.0;4 WD
23333.44;https://www.mascus.com/agriculture/tractors/landini-ghibli/bu4lgp7q.html;tractors;Landini Ghibli 100;Slovak Republic;2003;11300.0;93.0;4 WD
96378.06;https://www.mascus.com/agriculture/tractors/claas-axion-930/bt5jduhj.html;tractors;CLAAS axion 930;Germany;2015;5300.0;349.0;
96368.91;https://www.mascus.com/agriculture/tractors/case-ih-puma-150/4ofkbriu.html;tractors;Case IH Puma 150;Poland;2023;20.0;200.0;4 WD
99928.2;https://www.mascus.com/agriculture/tractors/john-deere-6175-m/bp4kbmbh.html;tractors;John Deere 6175M;France;2020;;;
70914.16;https://www.mascus.com/agriculture/tractors/john-deere-8410/6fat3r4u.html;tractors;John Deere 8410;Ukraine;2002;9231.0;265.0;
83696.88;https://www.mascus.com/agriculture/tractors/deutz-fahr-7250/coagdigr.html;tractors;Deutz-fahr 7250 ttv;Germany;2018;7000.0;;
162219.02;https://www.mascus.com/agriculture/tractors/claas-axion-950/bocj5mis.html;tractors;CLAAS Axion 950;Germany;2020;3835.0;405.0;
3770.6;https://www.mascus.com/agriculture/tractors/kubota-a-175/gningg3k.html;tractors;Kubota A-175;Japan;;504.0;;4 WD
159277.18;https://www.mascus.com/agriculture/tractors/claas-axion-940/5u4hcf6q.html;tractors;CLAAS Axion 940;Ukraine;2021;660.0;380.0;
202900.7;https://www.mascus.com/agriculture/tractors/john-deere-250/isiu7u6t.html;tractors;John Deere 6 R 250;Austria;2023;550.0;302.0;
4212.42;https://www.mascus.com/agriculture/tractors/zetor-5718/5kfm5ufg.html;tractors;Zetor 5718;Norway;1977;3826.0;61.0;
46419.9;https://www.mascus.com/agriculture/tractors/kubota-m-126-gx/9p7o7f8r.html;tractors;Kubota M126GX;Canada;2015;3362.0;;
73974.92;https://www.mascus.com/agriculture/tractors/lindner-75-ls/cf3g7l7i.html;tractors;Lindner 75 LS;Austria;2023;6.0;76.0;
89182.64;https://www.mascus.com/agriculture/tractors/john-deere-6120-m/bs9f7ren.html;tractors;John Deere 6120M;Sweden;2020;1350.0;140.0;4 WD
91304.86;https://www.mascus.com/agriculture/tractors/john-deere-7310-r/dtitfubs.html;tractors;John Deere 7310R;Lithuania;2015;6295.0;310.0;4 WD
91204.23;https://www.mascus.com/agriculture/tractors/john-deere-6120-m/9k5oeldf.html;tractors;John Deere 6120M - Demo;Germany;2023;53.0;120.0;
13442.25;https://www.mascus.com/agriculture/tractors/yanmar-af-270/imcs5m3j.html;tractors;Yanmar AF 270;Lithuania;;1588.0;;
79131.36;https://www.mascus.com/agriculture/tractors/other-l-t-s-mb-trac-160/9ohq6kgn.html;tractors;L.T.S. mb trac 160;Germany;1998;5400.0;163.0;
118493.97;https://www.mascus.com/agriculture/tractors/john-deere-6100/8pifcfgh.html;tractors;John Deere 6100 m;Germany;2023;190.0;113.0;
18261.15;https://www.mascus.com/agriculture/tractors/leitner-lh500/3keqhlei.html;tractors;Leitner LH500;Latvia;1998;10700.0;359.0;Tracked
72030.16;https://www.mascus.com/agriculture/tractors/john-deere-6120-m/4oan9kgq.html;tractors;John Deere 6120m;Germany;2019;1950.0;121.0;4 WD
57143.52;https://www.mascus.com/agriculture/tractors/john-deere-6210-r/4u9i4p7m.html;tractors;John Deere 6210R;United Kingdom;2014;7687.0;210.0;4 WD
63406.81;https://www.mascus.com/agriculture/tractors/claas-axos-240-twinshift/6rarijir.html;tractors;CLAAS axos 240;Austria;2024;60.0;105.0;4 WD
38603.36;https://www.mascus.com/agriculture/tractors/iseki-tg-6675/am6ocjel.html;tractors;Iseki TG 6675;Norway;2019;594.0;67.0;
56301.95;https://www.mascus.com/agriculture/tractors/new-holland-t-6-155/4i8i4rcf.html;tractors;New Holland T 6.155 E/S c/w Full Suspension;United Kingdom;2017;3680.0;145.0;4 WD
236.92;https://www.mascus.com/agriculture/tractors/new-holland-t-7-290/cg6m6j7h.html;tractors;New Holland T7.290 Autocommand 2017r.Parts;Poland;2017;;;
40580.14;https://www.mascus.com/agriculture/tractors/john-deere-7810/emamehgf.html;tractors;John Deere 7810;Italy;;;187.0;
73551.39;https://www.mascus.com/agriculture/tractors/new-holland-110/5tflgubn.html;tractors;New Holland T5.110;Netherlands;2021;2350.0;110.0;4 WD
5097.9;https://www.mascus.com/agriculture/tractors/belarus-820/3k7tcres.html;tractors;Belarus BX 962-820 og BX570;Denmark;1995;2241.0;90.0;4 WD
46730.92;https://www.mascus.com/agriculture/tractors/new-holland-t5-95/ag5qcndg.html;tractors;New Holland T5.95;Denmark;2020;500.0;;4 WD
19850.08;https://www.mascus.com/agriculture/tractors/ford-6640/4min7ngr.html;tractors;Ford 6640;United Kingdom;1995;;;4 WD
115490.85;https://www.mascus.com/agriculture/tractors/fendt-724-vario/8fhsil8g.html;tractors;Fendt 724 VARIO S4;United Kingdom;2019;6620.0;240.0;
168238.08;https://www.mascus.com/agriculture/tractors/new-holland-t-7-270/gg7pdhgi.html;tractors;New Holland T7.270 Auto Command SideWinder II (Stage V);Austria;2023;320.0;260.0;
322411.87;https://www.mascus.com/agriculture/tractors/fendt-943-vario-mt/br5u5kcm.html;tractors;Fendt 943 Vario MT;United Kingdom;2021;283.0;430.0;Tracked
294104.93;https://www.mascus.com/agriculture/tractors/fendt-1050/4f3i6t3h.html;tractors;Fendt 1050 Vario S4 ProfiPlus;Germany;2016;;517.0;
48508.28;https://www.mascus.com/agriculture/tractors/case-ih-90-n/esbp7l8k.html;tractors;Case IH 90 N;Germany;2021;349.0;86.0;
58841.29;https://www.mascus.com/agriculture/tractors/fendt-516-vario/hmahdo8k.html;tractors;Fendt 516 Vario;Latvia;2015;9380.0;;
79131.36;https://www.mascus.com/agriculture/tractors/valtra-s-353/8rel5khs.html;tractors;Valtra S 353;Lithuania;2014;;;
40072.45;https://www.mascus.com/agriculture/tractors/fendt-409-vario/enghhl4m.html;tractors;Fendt 409 vario met Stoll FZ 35 voorlader;Netherlands;2005;9500.0;90.0;
16357.56;https://www.mascus.com/agriculture/tractors/massey-ferguson-6245/cuaj7khp.html;tractors;Massey Ferguson 6245;Poland;2002;4805.0;91.0;4 WD
15978.85;https://www.mascus.com/agriculture/tractors/new-holland-boomer-25-hst/9qgl5q4j.html;tractors;New Holland Boomer 25 HST;Netherlands;2022;46.0;27.0;4 WD
41182.04;https://www.mascus.com/agriculture/tractors/valtra-a-83/7k5u7k8f.html;tractors;Valtra A83;Norway;2016;2232.0;88.0;
109566.01;https://www.mascus.com/agriculture/tractors/claas-axion-950-cmatic/dnfhdieg.html;tractors;CLAAS Axion 950 Cmatic;Latvia;2018;6901.0;;
24892.18;https://www.mascus.com/agriculture/tractors/massey-ferguson-6260/io4hdngu.html;tractors;Massey Ferguson 6260 DynaShift;Poland;2002;7500.0;115.0;4 WD
32839.53;https://www.mascus.com/agriculture/tractors/new-holland-t-4-90/6u3t4mch.html;tractors;New Holland TT4.90;Mexico;2018;1460.0;;
43093.87;https://www.mascus.com/agriculture/tractors/john-deere-5070-m/8qbt6mif.html;tractors;John Deere 5070m;Austria;2012;1900.0;7.0;
107435.56;https://www.mascus.com/agriculture/tractors/john-deere-6120-m/fh4o4ugr.html;tractors;John Deere 6120M;Germany;2023;220.0;120.0;4 WD
31332.93;https://www.mascus.com/agriculture/tractors/new-holland-t-4020/5k4r9s6l.html;tractors;New Holland T4020 DeLuxe;Austria;2009;5550.0;65.0;
91304.86;https://www.mascus.com/agriculture/tractors/john-deere-6130-r/hfffbrim.html;tractors;John Deere 6130R;Germany;2019;3600.0;;
84203.65;https://www.mascus.com/agriculture/tractors/claas-axion-870-cmatic/7h9rdtbq.html;tractors;CLAAS AXION 870 CMATIC;Germany;2017;4905.0;284.0;
65435.73;https://www.mascus.com/agriculture/tractors/john-deere-6170-r/hh9i6q4p.html;tractors;John Deere 6170 R;Germany;2013;9900.0;170.0;4 WD
40173.99;https://www.mascus.com/agriculture/tractors/deutz-fahr-agrofarm-115g-ikke-til-danmark-new-and-unused-tra/6udgbf3t.html;tractors;Deutz-fahr Agrofarm 115G Ikke til Danmark. New and Unused tra;Denmark;2024;;110.0;4 WD
17246.7;https://www.mascus.com/agriculture/tractors/holder-c345-inkl-stoll-aufbausauger-amp-pritschenaufba/dqbhgi3h.html;tractors;Holder C345 inkl. Stoll Aufbausauger & Pritschenaufba;Germany;2010;2910.0;45.0;
27263.21;https://www.mascus.com/agriculture/tractors/deutz-fahr-k120/af7pbl8k.html;tractors;Deutz-fahr K120;Poland;2006;7574.0;120.0;4 WD
17043.62;https://www.mascus.com/agriculture/tractors/john-deere-6100/8hclbjej.html;tractors;John Deere 6100;Germany;1994;5368.0;8.0;4 WD
80731.26;https://www.mascus.com/agriculture/tractors/john-deere-6155-r/8tdofuas.html;tractors;John Deere 6155R;Norway;2016;4890.0;;
32480.03;https://www.mascus.com/agriculture/tractors/deutz-fahr-105-mk-2/fses3hdm.html;tractors;Deutz-fahr 105 MK2;Finland;2002;4200.0;105.0;4 WD
40478.6;https://www.mascus.com/agriculture/tractors/john-deere-7430/bp7t7u4f.html;tractors;John Deere 7430;Germany;2007;14284.0;185.0;
29420.19;https://www.mascus.com/agriculture/tractors/john-deere-5100-r/fi9hfsan.html;tractors;John Deere 5100 R;Estonia;2013;3294.0;101.0;4 WD
75991.94;https://www.mascus.com/agriculture/tractors/john-deere-7280-r/flbqag6f.html;tractors;John Deere 7280R;Denmark;2013;5745.0;280.0;
106522.64;https://www.mascus.com/agriculture/tractors/john-deere-8335-r/fmdp9i5u.html;tractors;John Deere 8335 R;Germany;2013;11000.0;334.0;4 WD
97899.29;https://www.mascus.com/agriculture/tractors/fendt-312-vario/5teqan9h.html;tractors;Fendt 312 vario power Power;Germany;2022;300.0;;
151160.61;https://www.mascus.com/agriculture/tractors/deutz-fahr-6175-ttv/an3qft5o.html;tractors;Deutz-fahr 6175 TTV;Finland;2023;100.0;174.0;4 WD
18261.15;https://www.mascus.com/agriculture/tractors/valmet-600/5s4f7hgu.html;tractors;Valmet 6000;Netherlands;1996;13673.0;;4 WD
156333.52;https://www.mascus.com/agriculture/tractors/fendt-724-vario/dq8hgfeo.html;tractors;Fendt 724 Vario S4 Profi Plus;United Kingdom;2020;3459.0;;4 WD
143650.51;https://www.mascus.com/agriculture/tractors/john-deere-6250-r/aggsdjan.html;tractors;John Deere 6250r;Germany;2018;4675.0;253.0;4 WD
170284.37;https://www.mascus.com/agriculture/tractors/john-deere-185/6g5m3l4l.html;tractors;John Deere 6R 185;Austria;2024;500.0;188.0;4 WD
24170.44;https://www.mascus.com/agriculture/tractors/valmet-65/ck8f5ueo.html;tractors;Valmet 465 NÄPPÄRÄ NELIKKO SOPIVASTI ETUKUORMAAJALLA;Finland;1993;3900.0;;4 WD
96378.06;https://www.mascus.com/agriculture/tractors/valtra-s-374/4ndo4sbu.html;tractors;Valtra s374;Germany;2019;4650.0;379.0;
148042.23;https://www.mascus.com/agriculture/tractors/new-holland-t7-315-hd-bluepower/iocnff5q.html;tractors;New Holland T7.315 HD BluePower;Denmark;2018;2944.0;315.0;4 WD
20188.53;https://www.mascus.com/agriculture/tractors/zetor-3011/akci3o3m.html;tractors;Zetor 3011 4x2 tractor vin 948;Slovak Republic;1962;;45.0;
66855.42;https://www.mascus.com/agriculture/tractors/john-deere-6120-m/4f8jbkij.html;tractors;John Deere 6120M;Germany;2018;5596.0;120.0;
4007.52;https://www.mascus.com/agriculture/tractors/kubota-b-6001/6rajip3u.html;tractors;Kubota B 6001E;Netherlands;;;;2 WD
9563.71;https://www.mascus.com/agriculture/tractors/massey-ferguson-275/fh4p8hch.html;tractors;Massey Ferguson 275;United Kingdom;1986;;69.0;2 WD
49207.15;https://www.mascus.com/agriculture/tractors/massey-ferguson-6615/esgqdt6u.html;tractors;Massey Ferguson 6615;Sweden;2016;6900.0;148.0;4 WD
155791.99;https://www.mascus.com/agriculture/tractors/john-deere-185/3t3r6ogs.html;tractors;John Deere 6R 185;United Kingdom;2023;995.0;;
62823.2;https://www.mascus.com/agriculture/tractors/john-deere-7830/6sfiapbl.html;tractors;John Deere 7830;Poland;2009;11650.0;;
49609.64;https://www.mascus.com/agriculture/tractors/deutz-410/eq7u7u3k.html;tractors;Deutz M410;France;2011;3559.0;134.0;4 WD
85738.6;https://www.mascus.com/agriculture/tractors/claas-arion-450/es6hdqbk.html;tractors;CLAAS arion 450 stage v (standard);Austria;2023;106.0;121.0;4 WD
64166.97;https://www.mascus.com/agriculture/tractors/case-ih-farmall-90/gj7ugt6q.html;tractors;Case IH Farmall 90A;Sweden;;7.0;;4 WD
43050.88;https://www.mascus.com/agriculture/tractors/kubota-m-5-111/dr9t9uhu.html;tractors;Kubota M 5-111;Canada;2019;376.0;106.0;4 WD
155219.35;https://www.mascus.com/agriculture/tractors/john-deere-6215-r/9l7r3k4m.html;tractors;John Deere 6215R;Lithuania;2021;780.0;;
21683.23;https://www.mascus.com/agriculture/tractors/ls-mt-125/fs5jiueh.html;tractors;LS Tractor MT1.25 4x4 - 24.7 KM / TURF / CAB + odśni;Poland;;;;
176243.97;https://www.mascus.com/agriculture/tractors/valtra-t-235-d/9n9rbpfm.html;tractors;Valtra T 235 D;United Kingdom;2023;1008.0;235.0;4 WD
39979.15;https://www.mascus.com/agriculture/tractors/valtra-n-163/fqdfit6j.html;tractors;Valtra N163;Norway;2012;9400.0;159.0;
33478.94;https://www.mascus.com/agriculture/tractors/lamborghini-r-6-115/8i3fashu.html;tractors;Lamborghini R 6.115;Italy;2010;7300.0;156.0;
86232.57;https://www.mascus.com/agriculture/tractors/john-deere-8335-r/3nhr5mdk.html;tractors;John Deere 8335 R;Slovak Republic;2014;10100.0;335.0;4 WD
60362.52;https://www.mascus.com/agriculture/tractors/claas-arion-420/brim3pgk.html;tractors;CLAAS arion 420;Germany;2015;2913.0;106.0;
95870.37;https://www.mascus.com/agriculture/tractors/fendt-722-scr/dl4l6qfh.html;tractors;Fendt 722 SCR Profi;Netherlands;2014;6400.0;;
134679.56;https://www.mascus.com/agriculture/tractors/massey-ferguson-265/gl7p4m5q.html;tractors;Massey Ferguson 8S.265;United Kingdom;2021;1411.0;;4 WD
141928.95;https://www.mascus.com/agriculture/tractors/john-deere-6250-r/bk8scpfo.html;tractors;John Deere 6250R;Germany;2020;3955.0;250.0;
5579.97;https://www.mascus.com/agriculture/tractors/jinma-254/4m3oanfh.html;tractors;Jinma 254;Romania;2005;300.0;;
60362.52;https://www.mascus.com/agriculture/tractors/massey-ferguson-5713/itehhlfo.html;tractors;Massey Ferguson 5713s dyna6;Germany;2019;2684.0;129.0;
243480.84;https://www.mascus.com/agriculture/tractors/john-deere-410/3qergs4m.html;tractors;John Deere 8R 410;Slovak Republic;2020;4903.0;410.0;4 WD
4311.22;https://www.mascus.com/agriculture/tractors/fendt-pelikaanbak-2200/frbjbj6g.html;tractors;Fendt Pelikaanbak 2200;Netherlands;2023;;;
108212.18;https://www.mascus.com/agriculture/tractors/john-deere-6155-r/eh5ragif.html;tractors;John Deere 6155R;United Kingdom;2021;2645.0;155.0;
57826.84;https://www.mascus.com/agriculture/tractors/case-ih-10/8tisfsgt.html;tractors;Case IH LUXXUM 110;France;2020;1588.0;;
